site_name,site_type,latitude,longitude
Vapi Industrial Site 0720,Industrial Estate,19.98043,73.31832
Delhi Industrial Site 0721,Power Plant,28.80974,77.16488
Mumbai Industrial Site 0722,Steel Plant,18.80006,72.69448
Kolkata Industrial Site 0723,Cement Plant,22.70935,88.677
Chennai Industrial Site 0724,Refinery,13.19735,80.32948
Bengaluru Industrial Site 0725,Chemical Plant,12.83481,77.443
Hyderabad Industrial Site 0726,Textile Industry,17.3524,78.48279
Ahmedabad Industrial Site 0727,Paper Mill,23.0579,72.80302
Pune Industrial Site 0728,Thermal Power Plant,18.6965,73.90891
Jaipur Industrial Site 0729,Manufacturing Unit,26.71587,75.59928
Lucknow Industrial Site 0730,Industrial Estate,26.88437,80.95057
Kanpur Industrial Site 0731,Power Plant,26.8597,80.41174
Patna Industrial Site 0732,Steel Plant,25.63447,85.24885
Bhopal Industrial Site 0733,Cement Plant,23.30376,77.21957
Indore Industrial Site 0734,Refinery,22.82313,75.98077
Nagpur Industrial Site 0735,Chemical Plant,21.09887,79.03424
Surat Industrial Site 0736,Textile Industry,20.82481,72.9597
Vadodara Industrial Site 0737,Paper Mill,22.36085,73.16958
Rajkot Industrial Site 0738,Thermal Power Plant,22.42642,70.66707
Ranchi Industrial Site 0739,Manufacturing Unit,23.24179,84.98602
Jamshedpur Industrial Site 0740,Industrial Estate,22.71596,86.2425
Bhubaneswar Industrial Site 0741,Power Plant,19.95674,85.59831
Visakhapatnam Industrial Site 0742,Steel Plant,17.62574,83.21464
Vijayawada Industrial Site 0743,Cement Plant,16.4226,80.67786
Coimbatore Industrial Site 0744,Refinery,10.76777,77.17858
Kochi Industrial Site 0745,Chemical Plant,9.80704,75.99291
Guwahati Industrial Site 0746,Textile Industry,26.05009,92.01779
Ludhiana Industrial Site 0747,Paper Mill,30.94258,76.01087
Amritsar Industrial Site 0748,Thermal Power Plant,32.03302,74.81119
Bikaner Industrial Site 0749,Manufacturing Unit,27.95169,73.27647
Jodhpur Industrial Site 0750,Industrial Estate,26.35226,73.0043
Raipur Industrial Site 0751,Power Plant,21.35278,81.62181
Durgapur Industrial Site 0752,Steel Plant,23.54387,87.31118
Asansol Industrial Site 0753,Cement Plant,23.39586,86.97755
Gaya Industrial Site 0754,Refinery,24.95142,84.79611
Begusarai Industrial Site 0755,Chemical Plant,25.25823,86.20651
Munger Industrial Site 0756,Textile Industry,25.38461,86.47565
Bokaro Industrial Site 0757,Paper Mill,23.37136,86.26192
Faridabad Industrial Site 0758,Thermal Power Plant,28.51702,77.23293
Gurugram Industrial Site 0759,Manufacturing Unit,28.50668,77.23372
Noida Industrial Site 0760,Industrial Estate,28.75065,77.28841
Kota Industrial Site 0761,Power Plant,25.2524,75.83054
Agra Industrial Site 0762,Steel Plant,27.04875,77.98698
Nashik Industrial Site 0763,Cement Plant,19.68714,74.14279
Aurangabad Industrial Site 0764,Refinery,20.24963,75.16806
Thane Industrial Site 0765,Chemical Plant,19.26439,73.09651
Jalandhar Industrial Site 0766,Textile Industry,31.23231,75.44939
Panipat Industrial Site 0767,Paper Mill,29.28294,76.91339
Vapi Industrial Site 0768,Thermal Power Plant,20.2699,72.84085
Delhi Industrial Site 0769,Manufacturing Unit,28.62559,77.131
Mumbai Industrial Site 0770,Industrial Estate,19.30835,72.70662
Kolkata Industrial Site 0771,Power Plant,22.48444,88.3794
Chennai Industrial Site 0772,Steel Plant,13.13425,80.23145
Bengaluru Industrial Site 0773,Cement Plant,12.75151,77.36863
Hyderabad Industrial Site 0774,Refinery,17.71558,78.34533
Ahmedabad Industrial Site 0775,Chemical Plant,22.8709,72.52335
Pune Industrial Site 0776,Textile Industry,18.45122,73.85512
Jaipur Industrial Site 0777,Paper Mill,26.72376,75.55779
Lucknow Industrial Site 0778,Thermal Power Plant,26.75918,80.78879
Kanpur Industrial Site 0779,Manufacturing Unit,26.21412,80.34657
Patna Industrial Site 0780,Industrial Estate,25.44336,85.28289
Bhopal Industrial Site 0781,Power Plant,23.49832,77.34399
Indore Industrial Site 0782,Steel Plant,22.81629,75.81784
Nagpur Industrial Site 0783,Cement Plant,21.03344,79.3558
Surat Industrial Site 0784,Refinery,21.15518,72.63933
Vadodara Industrial Site 0785,Chemical Plant,22.25993,73.11049
Rajkot Industrial Site 0786,Textile Industry,22.15053,70.77107
Ranchi Industrial Site 0787,Paper Mill,23.38406,85.19126
Jamshedpur Industrial Site 0788,Thermal Power Plant,22.65172,86.14287
Bhubaneswar Industrial Site 0789,Manufacturing Unit,20.13434,85.9776
Visakhapatnam Industrial Site 0790,Industrial Estate,17.66973,83.16882
Vijayawada Industrial Site 0791,Power Plant,16.29569,80.5749
Coimbatore Industrial Site 0792,Steel Plant,11.0787,76.99601
Kochi Industrial Site 0793,Cement Plant,10.21255,76.3165
Guwahati Industrial Site 0794,Refinery,26.05006,91.68533
Ludhiana Industrial Site 0795,Chemical Plant,30.64189,75.35156
Amritsar Industrial Site 0796,Textile Industry,31.50159,74.84464
Bikaner Industrial Site 0797,Paper Mill,28.15547,73.40267
Jodhpur Industrial Site 0798,Thermal Power Plant,26.17155,73.04676
Raipur Industrial Site 0799,Manufacturing Unit,21.31437,81.49175
Durgapur Industrial Site 0800,Industrial Estate,23.45678,87.29584
Asansol Industrial Site 0801,Power Plant,23.69284,86.86423
Gaya Industrial Site 0802,Steel Plant,25.08707,85.1316
Begusarai Industrial Site 0803,Cement Plant,25.35091,86.19868
Munger Industrial Site 0804,Refinery,25.32556,86.67544
Bokaro Industrial Site 0805,Chemical Plant,23.94529,86.03778
Faridabad Industrial Site 0806,Textile Industry,28.26721,77.33067
Gurugram Industrial Site 0807,Paper Mill,28.74076,77.25654
Noida Industrial Site 0808,Thermal Power Plant,28.346,77.18192
Kota Industrial Site 0809,Manufacturing Unit,25.15659,75.85396
Agra Industrial Site 0810,Industrial Estate,27.36269,78.092
Nashik Industrial Site 0811,Power Plant,20.17455,73.56177
Aurangabad Industrial Site 0812,Steel Plant,19.65146,75.06587
Thane Industrial Site 0813,Cement Plant,19.42336,72.80881
Jalandhar Industrial Site 0814,Refinery,31.16195,75.65174
Panipat Industrial Site 0815,Chemical Plant,29.57712,77.07745
Vapi Industrial Site 0816,Textile Industry,20.68006,73.2089
Delhi Industrial Site 0817,Paper Mill,28.61074,77.17479
Mumbai Industrial Site 0818,Thermal Power Plant,19.13319,72.84289
Kolkata Industrial Site 0819,Manufacturing Unit,22.48871,88.55629
Chennai Industrial Site 0820,Industrial Estate,13.26806,80.3547
Bengaluru Industrial Site 0821,Power Plant,12.86516,77.71956
Hyderabad Industrial Site 0822,Steel Plant,17.68509,78.55331
Ahmedabad Industrial Site 0823,Cement Plant,22.84388,72.46767
Pune Industrial Site 0824,Refinery,18.31989,73.91971
Jaipur Industrial Site 0825,Chemical Plant,26.93143,75.89666
Lucknow Industrial Site 0826,Textile Industry,27.05009,80.79581
Kanpur Industrial Site 0827,Paper Mill,26.57655,80.49372
Patna Industrial Site 0828,Thermal Power Plant,25.44584,85.10934
Bhopal Industrial Site 0829,Manufacturing Unit,23.08699,77.21014
Indore Industrial Site 0830,Industrial Estate,22.67978,76.04529
Nagpur Industrial Site 0831,Power Plant,21.05187,79.21679
Surat Industrial Site 0832,Steel Plant,21.18689,73.16248
Vadodara Industrial Site 0833,Cement Plant,22.37773,73.12931
Rajkot Industrial Site 0834,Refinery,22.4725,70.56282
Ranchi Industrial Site 0835,Chemical Plant,23.49076,85.14287
Jamshedpur Industrial Site 0836,Textile Industry,23.02887,86.31745
Bhubaneswar Industrial Site 0837,Paper Mill,20.40403,86.25611
Visakhapatnam Industrial Site 0838,Thermal Power Plant,17.64394,83.13654
Vijayawada Industrial Site 0839,Manufacturing Unit,16.86421,80.22189
Coimbatore Industrial Site 0840,Industrial Estate,11.10727,77.29922
Kochi Industrial Site 0841,Power Plant,9.92536,76.38652
Guwahati Industrial Site 0842,Steel Plant,26.0233,91.66743
Ludhiana Industrial Site 0843,Cement Plant,31.08971,75.86936
Amritsar Industrial Site 0844,Refinery,31.83862,74.62549
Bikaner Industrial Site 0845,Chemical Plant,28.27847,73.30597
Jodhpur Industrial Site 0846,Textile Industry,26.29618,72.88331
Raipur Industrial Site 0847,Paper Mill,21.01436,81.49025
Durgapur Industrial Site 0848,Thermal Power Plant,23.66391,87.10457
Asansol Industrial Site 0849,Manufacturing Unit,23.75144,86.71976
Gaya Industrial Site 0850,Industrial Estate,24.80314,85.27944
Begusarai Industrial Site 0851,Power Plant,25.55574,86.37006
Munger Industrial Site 0852,Steel Plant,25.48729,86.7553
Bokaro Industrial Site 0853,Cement Plant,23.58787,86.51376
Faridabad Industrial Site 0854,Refinery,28.51705,77.50908
Gurugram Industrial Site 0855,Chemical Plant,28.33705,77.0395
Noida Industrial Site 0856,Textile Industry,28.52733,77.51824
Kota Industrial Site 0857,Paper Mill,25.22183,75.79931
Agra Industrial Site 0858,Thermal Power Plant,27.32336,78.04242
Nashik Industrial Site 0859,Manufacturing Unit,20.05081,73.88096
Aurangabad Industrial Site 0860,Industrial Estate,19.77436,75.46514
Thane Industrial Site 0861,Power Plant,19.26335,72.88153
Jalandhar Industrial Site 0862,Steel Plant,30.96347,75.3919
Panipat Industrial Site 0863,Cement Plant,29.20469,77.01362
Vapi Industrial Site 0864,Refinery,20.23044,73.06538
Delhi Industrial Site 0865,Chemical Plant,28.5428,77.12154
Mumbai Industrial Site 0866,Textile Industry,19.06705,72.77798
Kolkata Industrial Site 0867,Paper Mill,22.55341,88.26921
Chennai Industrial Site 0868,Thermal Power Plant,12.87091,80.54109
Bengaluru Industrial Site 0869,Manufacturing Unit,12.86083,77.55787
Hyderabad Industrial Site 0870,Industrial Estate,17.36096,78.40303
Ahmedabad Industrial Site 0871,Power Plant,23.17851,72.43726
Pune Industrial Site 0872,Steel Plant,18.62244,73.98235
Jaipur Industrial Site 0873,Cement Plant,26.85649,75.96997
Lucknow Industrial Site 0874,Refinery,26.95348,80.98422
Kanpur Industrial Site 0875,Chemical Plant,26.06662,80.45066
Patna Industrial Site 0876,Textile Industry,25.75585,85.06294
Bhopal Industrial Site 0877,Paper Mill,23.09079,77.46588
Indore Industrial Site 0878,Thermal Power Plant,22.65817,75.76844
Nagpur Industrial Site 0879,Manufacturing Unit,21.06552,78.93747
Surat Industrial Site 0880,Industrial Estate,21.33797,73.14416
Vadodara Industrial Site 0881,Power Plant,22.14914,73.22053
Rajkot Industrial Site 0882,Steel Plant,22.08115,71.19939
Ranchi Industrial Site 0883,Cement Plant,23.2532,85.02625
Jamshedpur Industrial Site 0884,Refinery,22.86254,86.15845
Bhubaneswar Industrial Site 0885,Chemical Plant,20.08613,85.71239
Visakhapatnam Industrial Site 0886,Textile Industry,17.84778,83.28647
Vijayawada Industrial Site 0887,Paper Mill,16.67569,80.92516
Coimbatore Industrial Site 0888,Thermal Power Plant,10.93636,76.89817
Kochi Industrial Site 0889,Manufacturing Unit,9.94034,76.32366
Guwahati Industrial Site 0890,Industrial Estate,25.66532,91.98177
Ludhiana Industrial Site 0891,Power Plant,30.91687,75.87634
Amritsar Industrial Site 0892,Steel Plant,31.55143,74.56312
Bikaner Industrial Site 0893,Cement Plant,28.2316,73.31081
Jodhpur Industrial Site 0894,Refinery,26.30682,73.28343
Raipur Industrial Site 0895,Chemical Plant,21.14731,81.69399
Durgapur Industrial Site 0896,Textile Industry,23.6608,87.49112
Asansol Industrial Site 0897,Paper Mill,23.66866,86.32687
Gaya Industrial Site 0898,Thermal Power Plant,24.62849,85.09411
Begusarai Industrial Site 0899,Manufacturing Unit,25.49188,86.40104
Munger Industrial Site 0900,Industrial Estate,25.30041,86.14079
Bokaro Industrial Site 0901,Power Plant,23.58677,85.9839
Faridabad Industrial Site 0902,Steel Plant,28.22221,77.39368
Gurugram Industrial Site 0903,Cement Plant,28.32257,77.18265
Noida Industrial Site 0904,Refinery,28.56513,77.57252
Kota Industrial Site 0905,Chemical Plant,25.02561,75.87401
Agra Industrial Site 0906,Textile Industry,27.0375,77.98199
Nashik Industrial Site 0907,Paper Mill,20.23851,73.67761
Aurangabad Industrial Site 0908,Thermal Power Plant,20.07094,75.30359
Thane Industrial Site 0909,Manufacturing Unit,19.26557,73.13282
Jalandhar Industrial Site 0910,Industrial Estate,31.45124,75.38162
Panipat Industrial Site 0911,Power Plant,29.62136,77.10518
Vapi Industrial Site 0912,Steel Plant,20.50426,72.87682
Delhi Industrial Site 0913,Cement Plant,28.7822,77.24252
Mumbai Industrial Site 0914,Refinery,19.09447,72.76073
Kolkata Industrial Site 0915,Chemical Plant,22.64694,88.16823
Chennai Industrial Site 0916,Textile Industry,13.17869,80.35171
Bengaluru Industrial Site 0917,Paper Mill,13.29129,77.42551
Hyderabad Industrial Site 0918,Thermal Power Plant,17.50344,78.85872
Ahmedabad Industrial Site 0919,Manufacturing Unit,23.19037,72.49825
Pune Industrial Site 0920,Industrial Estate,18.41648,73.66513
Jaipur Industrial Site 0921,Power Plant,27.13623,75.95903
Lucknow Industrial Site 0922,Steel Plant,26.68874,80.97993
Kanpur Industrial Site 0923,Cement Plant,26.27597,80.29359
Patna Industrial Site 0924,Refinery,25.58359,85.09546
Bhopal Industrial Site 0925,Chemical Plant,23.24645,77.35072
Indore Industrial Site 0926,Textile Industry,22.7547,75.67743
Nagpur Industrial Site 0927,Paper Mill,20.98561,79.35007
Surat Industrial Site 0928,Thermal Power Plant,21.31704,73.0162
Vadodara Industrial Site 0929,Manufacturing Unit,22.20338,73.33038
Rajkot Industrial Site 0930,Industrial Estate,21.99568,70.90676
Ranchi Industrial Site 0931,Power Plant,23.29438,85.07376
Jamshedpur Industrial Site 0932,Steel Plant,22.82806,86.10407
Bhubaneswar Industrial Site 0933,Cement Plant,20.13662,85.82873
Visakhapatnam Industrial Site 0934,Refinery,17.67092,83.37883
Vijayawada Industrial Site 0935,Chemical Plant,16.46624,80.44306
Coimbatore Industrial Site 0936,Textile Industry,11.01059,76.96806
Kochi Industrial Site 0937,Paper Mill,9.99633,76.3699
Guwahati Industrial Site 0938,Thermal Power Plant,26.19798,91.87549
Ludhiana Industrial Site 0939,Manufacturing Unit,30.96705,75.82252
Amritsar Industrial Site 0940,Industrial Estate,31.54335,75.04386
Bikaner Industrial Site 0941,Power Plant,27.9388,73.08845
Jodhpur Industrial Site 0942,Steel Plant,26.07022,73.0165
Raipur Industrial Site 0943,Cement Plant,21.35616,81.58138
Durgapur Industrial Site 0944,Refinery,23.59543,87.2969
Asansol Industrial Site 0945,Chemical Plant,23.7413,87.27124
Gaya Industrial Site 0946,Textile Industry,24.73709,84.93927
Begusarai Industrial Site 0947,Paper Mill,25.49224,85.99837
Munger Industrial Site 0948,Thermal Power Plant,25.17527,86.74153
Bokaro Industrial Site 0949,Manufacturing Unit,23.49422,86.14632
Faridabad Industrial Site 0950,Industrial Estate,28.27188,77.2303
Gurugram Industrial Site 0951,Power Plant,28.63699,77.10362
Noida Industrial Site 0952,Steel Plant,28.07246,77.37737
Kota Industrial Site 0953,Cement Plant,25.41252,75.94691
Agra Industrial Site 0954,Refinery,27.13097,77.96945
Nashik Industrial Site 0955,Chemical Plant,20.01091,73.87246
Aurangabad Industrial Site 0956,Textile Industry,19.93749,75.55421
Thane Industrial Site 0957,Paper Mill,19.1933,73.04439
Jalandhar Industrial Site 0958,Thermal Power Plant,31.22322,75.61676
Panipat Industrial Site 0959,Manufacturing Unit,29.48101,76.90234
Vapi Industrial Site 0960,Industrial Estate,20.37556,72.66023
Delhi Industrial Site 0961,Power Plant,28.60931,77.14159
Mumbai Industrial Site 0962,Steel Plant,19.0968,73.05842
Kolkata Industrial Site 0963,Cement Plant,22.90123,88.44522
Chennai Industrial Site 0964,Refinery,13.06147,80.40612
Bengaluru Industrial Site 0965,Chemical Plant,12.97389,77.68662
Hyderabad Industrial Site 0966,Textile Industry,17.3386,78.47492
Ahmedabad Industrial Site 0967,Paper Mill,23.12031,72.76862
Pune Industrial Site 0968,Thermal Power Plant,18.50856,73.90058
Jaipur Industrial Site 0969,Manufacturing Unit,27.01128,75.78653
Lucknow Industrial Site 0970,Industrial Estate,26.86527,80.95611
Kanpur Industrial Site 0971,Power Plant,26.47812,80.56772
Patna Industrial Site 0972,Steel Plant,25.41165,85.08924
Bhopal Industrial Site 0973,Cement Plant,22.89382,77.47515
Indore Industrial Site 0974,Refinery,22.91901,75.6299
Nagpur Industrial Site 0975,Chemical Plant,20.9232,78.93846
Surat Industrial Site 0976,Textile Industry,21.15518,72.8634
Vadodara Industrial Site 0977,Paper Mill,22.5636,73.26582
Rajkot Industrial Site 0978,Thermal Power Plant,22.35666,70.94391
Ranchi Industrial Site 0979,Manufacturing Unit,23.37964,85.31477
Jamshedpur Industrial Site 0980,Industrial Estate,23.03689,86.10065
Bhubaneswar Industrial Site 0981,Power Plant,20.19001,85.58605
Visakhapatnam Industrial Site 0982,Steel Plant,17.77399,83.26147
Vijayawada Industrial Site 0983,Cement Plant,16.44939,80.68798
Coimbatore Industrial Site 0984,Refinery,11.05582,77.13379
Kochi Industrial Site 0985,Chemical Plant,9.9137,76.2859
Guwahati Industrial Site 0986,Textile Industry,26.28607,91.68288
Ludhiana Industrial Site 0987,Paper Mill,31.1063,76.03664
Amritsar Industrial Site 0988,Thermal Power Plant,31.54413,74.69171
Bikaner Industrial Site 0989,Manufacturing Unit,28.17106,73.33415
Jodhpur Industrial Site 0990,Industrial Estate,26.34844,72.93674
Raipur Industrial Site 0991,Power Plant,20.91998,81.75113
Durgapur Industrial Site 0992,Steel Plant,23.55871,87.24088
Asansol Industrial Site 0993,Cement Plant,23.97073,86.89969
Gaya Industrial Site 0994,Refinery,24.74157,84.95146
Begusarai Industrial Site 0995,Chemical Plant,25.34968,86.10167
Munger Industrial Site 0996,Textile Industry,25.53674,86.4433
Bokaro Industrial Site 0997,Paper Mill,23.76582,86.1783
Faridabad Industrial Site 0998,Thermal Power Plant,28.62474,77.16751
Gurugram Industrial Site 0999,Manufacturing Unit,28.32252,76.95488
Noida Industrial Site 1000,Industrial Estate,28.46906,77.36633
Kota Industrial Site 1001,Power Plant,25.08519,75.78199
Agra Industrial Site 1002,Steel Plant,26.86387,78.48011
Nashik Industrial Site 1003,Cement Plant,20.13355,73.83567
Aurangabad Industrial Site 1004,Refinery,20.04129,75.37737
Thane Industrial Site 1005,Chemical Plant,19.24232,73.06065
Jalandhar Industrial Site 1006,Textile Industry,31.47714,75.77715
Panipat Industrial Site 1007,Paper Mill,29.30542,77.05634
Vapi Industrial Site 1008,Thermal Power Plant,20.2455,73.25138
Delhi Industrial Site 1009,Manufacturing Unit,28.25674,77.27116
Mumbai Industrial Site 1010,Industrial Estate,19.07335,73.10814
Kolkata Industrial Site 1011,Power Plant,22.67994,88.13471
Chennai Industrial Site 1012,Steel Plant,13.29842,80.64856
Bengaluru Industrial Site 1013,Cement Plant,13.25392,77.60851
Hyderabad Industrial Site 1014,Refinery,17.63129,78.40448
Ahmedabad Industrial Site 1015,Chemical Plant,22.72292,72.2803
Pune Industrial Site 1016,Textile Industry,18.49061,73.7958
Jaipur Industrial Site 1017,Paper Mill,26.78373,75.79432
Lucknow Industrial Site 1018,Thermal Power Plant,26.8097,81.02601
Kanpur Industrial Site 1019,Manufacturing Unit,26.33432,80.38967
Patna Industrial Site 1020,Industrial Estate,25.44461,84.93923
Bhopal Industrial Site 1021,Power Plant,23.16628,77.43988
Indore Industrial Site 1022,Steel Plant,22.66979,75.75337
Nagpur Industrial Site 1023,Cement Plant,21.31845,79.22352
Surat Industrial Site 1024,Refinery,21.21473,72.77193
Vadodara Industrial Site 1025,Chemical Plant,22.20045,73.04234
Rajkot Industrial Site 1026,Textile Industry,22.50675,70.73375
Ranchi Industrial Site 1027,Paper Mill,23.31654,85.35508
Jamshedpur Industrial Site 1028,Thermal Power Plant,22.90686,86.31682
Bhubaneswar Industrial Site 1029,Manufacturing Unit,20.0221,85.98939
Visakhapatnam Industrial Site 1030,Industrial Estate,17.35605,83.39224
Vijayawada Industrial Site 1031,Power Plant,16.53318,80.59486
Coimbatore Industrial Site 1032,Steel Plant,11.16272,76.98414
Kochi Industrial Site 1033,Cement Plant,10.18023,76.41822
Guwahati Industrial Site 1034,Refinery,26.08026,91.56331
Ludhiana Industrial Site 1035,Chemical Plant,30.86702,75.84691
Amritsar Industrial Site 1036,Textile Industry,31.74528,74.82001
Bikaner Industrial Site 1037,Paper Mill,28.15334,73.41047
Jodhpur Industrial Site 1038,Thermal Power Plant,26.31128,73.24897
Raipur Industrial Site 1039,Manufacturing Unit,21.34533,81.41056
Durgapur Industrial Site 1040,Industrial Estate,23.47278,87.23644
Asansol Industrial Site 1041,Power Plant,23.80357,87.01366
Gaya Industrial Site 1042,Steel Plant,25.20044,85.20684
Begusarai Industrial Site 1043,Cement Plant,25.34813,86.0883
Munger Industrial Site 1044,Refinery,25.56898,86.20632
Bokaro Industrial Site 1045,Chemical Plant,23.73911,86.31432
Faridabad Industrial Site 1046,Textile Industry,28.55557,77.17147
Gurugram Industrial Site 1047,Paper Mill,28.33844,77.06415
Noida Industrial Site 1048,Thermal Power Plant,28.82083,77.24074
Kota Industrial Site 1049,Manufacturing Unit,25.14551,75.79244
Agra Industrial Site 1050,Industrial Estate,27.11141,78.02687
Nashik Industrial Site 1051,Power Plant,19.79864,73.79102
Aurangabad Industrial Site 1052,Steel Plant,19.95504,75.20805
Thane Industrial Site 1053,Cement Plant,19.07601,72.82937
Jalandhar Industrial Site 1054,Refinery,31.50721,75.47842
Panipat Industrial Site 1055,Chemical Plant,29.55794,76.94542
Vapi Industrial Site 1056,Textile Industry,20.39079,73.02045
Delhi Industrial Site 1057,Paper Mill,28.66133,77.37684
Mumbai Industrial Site 1058,Thermal Power Plant,19.08427,73.00993
Kolkata Industrial Site 1059,Manufacturing Unit,22.44458,88.31716
Chennai Industrial Site 1060,Industrial Estate,13.34508,80.22851
Bengaluru Industrial Site 1061,Power Plant,12.91161,77.43804
Hyderabad Industrial Site 1062,Steel Plant,17.10443,78.34788
Ahmedabad Industrial Site 1063,Cement Plant,23.24744,72.45893
Pune Industrial Site 1064,Refinery,18.65679,73.84698
Jaipur Industrial Site 1065,Chemical Plant,26.96932,75.72225
Lucknow Industrial Site 1066,Textile Industry,26.88269,80.65402
Kanpur Industrial Site 1067,Paper Mill,26.29613,80.29408
Patna Industrial Site 1068,Thermal Power Plant,25.65358,85.01126
Bhopal Industrial Site 1069,Manufacturing Unit,23.22768,77.60898
Indore Industrial Site 1070,Industrial Estate,22.73969,75.83606
Nagpur Industrial Site 1071,Power Plant,21.44577,79.22423
Surat Industrial Site 1072,Steel Plant,21.15637,72.87283
Vadodara Industrial Site 1073,Cement Plant,22.54122,73.15593
Rajkot Industrial Site 1074,Refinery,22.33478,71.00721
Ranchi Industrial Site 1075,Chemical Plant,23.37957,85.17985
Jamshedpur Industrial Site 1076,Textile Industry,22.81163,86.43017
Bhubaneswar Industrial Site 1077,Paper Mill,20.34139,85.55958
Visakhapatnam Industrial Site 1078,Thermal Power Plant,17.65476,83.19924
Vijayawada Industrial Site 1079,Manufacturing Unit,16.13134,80.64896
Coimbatore Industrial Site 1080,Industrial Estate,11.19231,76.91113
Kochi Industrial Site 1081,Power Plant,9.99845,76.21876
Guwahati Industrial Site 1082,Steel Plant,26.13937,91.6767
Ludhiana Industrial Site 1083,Cement Plant,30.65937,76.07551
Amritsar Industrial Site 1084,Refinery,31.57821,74.97949
Bikaner Industrial Site 1085,Chemical Plant,27.78256,73.3366
Jodhpur Industrial Site 1086,Textile Industry,26.21698,72.96485
Raipur Industrial Site 1087,Paper Mill,21.50623,81.50827
Durgapur Industrial Site 1088,Thermal Power Plant,23.6212,87.42046
Asansol Industrial Site 1089,Manufacturing Unit,23.70891,86.97117
Gaya Industrial Site 1090,Industrial Estate,24.57584,85.01448
Begusarai Industrial Site 1091,Power Plant,25.64217,86.24991
Munger Industrial Site 1092,Steel Plant,25.34066,86.29266
Bokaro Industrial Site 1093,Cement Plant,23.60971,85.81356
Faridabad Industrial Site 1094,Refinery,28.47276,77.36375
Gurugram Industrial Site 1095,Chemical Plant,28.33833,77.03831
Noida Industrial Site 1096,Textile Industry,28.41843,77.30784
Kota Industrial Site 1097,Paper Mill,25.34057,75.73743
Agra Industrial Site 1098,Thermal Power Plant,27.44928,78.02792
Nashik Industrial Site 1099,Manufacturing Unit,20.22582,73.87868
Aurangabad Industrial Site 1100,Industrial Estate,19.9062,75.42396
Thane Industrial Site 1101,Power Plant,19.07886,73.18712
Jalandhar Industrial Site 1102,Steel Plant,31.26839,75.46133
Panipat Industrial Site 1103,Cement Plant,29.38147,77.05626
Vapi Industrial Site 1104,Refinery,20.26868,72.98529
Delhi Industrial Site 1105,Chemical Plant,28.57871,77.02011
Mumbai Industrial Site 1106,Textile Industry,18.69601,72.95484
Kolkata Industrial Site 1107,Paper Mill,22.37591,88.49981
Chennai Industrial Site 1108,Thermal Power Plant,13.26454,80.18252
Bengaluru Industrial Site 1109,Manufacturing Unit,13.24925,77.63849
Hyderabad Industrial Site 1110,Industrial Estate,17.32723,78.77948
Ahmedabad Industrial Site 1111,Power Plant,22.80231,72.1819
Pune Industrial Site 1112,Steel Plant,18.43281,73.83495
Jaipur Industrial Site 1113,Cement Plant,26.80551,76.03061
Lucknow Industrial Site 1114,Refinery,26.79704,80.76465
Kanpur Industrial Site 1115,Chemical Plant,26.429,80.07154
Patna Industrial Site 1116,Textile Industry,25.64278,84.8324
Bhopal Industrial Site 1117,Paper Mill,23.50846,77.28359
Indore Industrial Site 1118,Thermal Power Plant,22.88838,76.00402
Nagpur Industrial Site 1119,Manufacturing Unit,21.18822,79.32203
Surat Industrial Site 1120,Industrial Estate,21.53317,72.9624
Vadodara Industrial Site 1121,Power Plant,22.32316,73.07532
Rajkot Industrial Site 1122,Steel Plant,22.32747,71.20592
Ranchi Industrial Site 1123,Cement Plant,23.17587,85.15428
Jamshedpur Industrial Site 1124,Refinery,22.71603,86.242
Bhubaneswar Industrial Site 1125,Chemical Plant,20.38595,85.86136
Visakhapatnam Industrial Site 1126,Textile Industry,17.60854,83.02656
Vijayawada Industrial Site 1127,Paper Mill,16.39653,80.77004
Coimbatore Industrial Site 1128,Thermal Power Plant,10.96618,77.21201
Kochi Industrial Site 1129,Manufacturing Unit,10.19808,76.3981
Guwahati Industrial Site 1130,Industrial Estate,26.21599,91.97796
Ludhiana Industrial Site 1131,Power Plant,31.01795,75.95942
Amritsar Industrial Site 1132,Steel Plant,31.68655,74.77083
Bikaner Industrial Site 1133,Cement Plant,27.85243,73.6577
Jodhpur Industrial Site 1134,Refinery,26.053,73.06731
Raipur Industrial Site 1135,Chemical Plant,20.88697,81.48819
Durgapur Industrial Site 1136,Textile Industry,23.72574,87.26534
Asansol Industrial Site 1137,Paper Mill,23.88701,86.8642
Gaya Industrial Site 1138,Thermal Power Plant,24.59586,85.0741
Begusarai Industrial Site 1139,Manufacturing Unit,25.26169,86.02466
Munger Industrial Site 1140,Industrial Estate,25.14916,86.35767
Bokaro Industrial Site 1141,Power Plant,23.62781,86.2413
Faridabad Industrial Site 1142,Steel Plant,28.50455,77.46282
Gurugram Industrial Site 1143,Cement Plant,28.50108,77.07548
Noida Industrial Site 1144,Refinery,28.36961,77.58102
Kota Industrial Site 1145,Chemical Plant,25.09507,76.0439
Agra Industrial Site 1146,Textile Industry,27.40583,77.9642
Nashik Industrial Site 1147,Paper Mill,19.94005,73.70939
Aurangabad Industrial Site 1148,Thermal Power Plant,19.99337,75.19525
Thane Industrial Site 1149,Manufacturing Unit,18.85524,73.31591
Jalandhar Industrial Site 1150,Industrial Estate,31.37148,75.45933
Panipat Industrial Site 1151,Power Plant,29.53293,76.99037
Vapi Industrial Site 1152,Steel Plant,20.53567,73.22723
